koi_disposition,koi_score,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_fpflag_nt,koi_fpflag_ss
CONFIRMED,0.953,9.467821474,2.4327,2237.0,124.7,2.13,407.0,0,0
CONFIRMED,0.704,0.893040969,1.0981,741.7,87.8,1.24,893.0,0,0
CONFIRMED,0.996,4.942783419,3.25346,11145.0,2040.7,10.62,1008.0,0,0
CONFIRMED,1.0,20.83426731,4.0454,988.4,45.1,2.74,595.0,0,0
CONFIRMED,1.0,9.94602357,3.3862,994.5,51.0,3.12,807.0,0,0
CONFIRMED,0.998,1.04562195,1.8955,213.0,25.3,1.45,1710.0,0,0
CONFIRMED,0.949,5.71462396,2.336,297.8,16.7,1.78,971.0,0,0
FALSE POSITIVE,1.0,102.9641952,15.735,1896.7,86.1,39.0,797.0,0,1
CONFIRMED,1.0,8.14515981,5.073,446.8,32.2,3.43,1050.0,0,0
CONFIRMED,1.0,18.9985279,4.529,430.7,16.9,43.17,792.0,0,0
CONFIRMED,0.999,4.24439049,3.282,174.0,15.1,2.07,1305.0,0,0
CANDIDATE,1.0,90.1240507,11.649,3020.3,57.9,7.12,485.0,0,0
CONFIRMED,1.0,28.5742692,4.9427,824.9,97.1,2.32,538.0,0,0
CANDIDATE,,856.672115,23.144,858.1,39.2,3.87,242.0,0,0
CANDIDATE,1.0,0.689210173,1.6169,195.0,93.4,1.32,1943.0,0,0
CONFIRMED,0.965,7.34373964,1.1784,574.4,32.2,1.84,839.0,0,0
FALSE POSITIVE,,0.445277068,3.539,186.7,28.9,35.74,2562.0,1,0
FALSE POSITIVE,0.0,0.379463865,0.86896,1973.3,458.6,59.56,3000.0,0,1
FALSE POSITIVE,0.0,9.88047978,2.78458,18541.0,534.5,23.6,860.0,0,1
FALSE POSITIVE,0.0,4.6484156,38.1939,128.4,91.7,5.06,2259.0,1,0
FALSE POSITIVE,0.0,17.512014768,1.8248,4511.7,322.3,13.66,804.0,0,1
CANDIDATE,0.0,3.9886021,1.7376,673.5,37.1,34.39,3145.0,0,0
CANDIDATE,1.0,0.533059312,1.8621,1495.8,179.6,133.56,5862.0,0,0
FALSE POSITIVE,0.0,0.525154153,2.1441,747.5,116.1,23.61,2073.0,0,1
FALSE POSITIVE,0.0,1.303861044,4.0541,598.2,140.6,27.85,1610.0,0,0
FALSE POSITIVE,,0.73452496,6.7,,,,,0,0
FALSE POSITIVE,0.0,2.55549176,9.083,113.8,24.3,23.35,1312.0,0,0
FALSE POSITIVE,0.0,2.947376671,2.0911,433.2,62.3,403.59,2404.0,0,1
CONFIRMED,1.0,224.7789355,11.1899,3487.5,235.7,7.67,333.0,0,0
FALSE POSITIVE,0.0,0.890110752,0.8774,321.5,19.6,1.25,1372.0,0,1
FALSE POSITIVE,0.0,5.76573396,2.924,248.0,22.2,7.47,1964.0,0,0
CONFIRMED,1.0,7.42608123,3.6379,443.3,37.5,2.47,1037.0,0,0
CONFIRMED,0.989,15.9868932,4.158,178.5,10.9,1.62,803.0,0,0
FALSE POSITIVE,0.0,0.73094589,4.32,250.2,37.5,17.12,1922.0,1,0
CONFIRMED,1.0,18.92537246,3.9835,640.9,41.0,13.92,1171.0,0,0
FALSE POSITIVE,0.0,0.933749106,4.256,186.2,136.3,3.22,2863.0,1,0
FALSE POSITIVE,0.0,2.037440623,3.442,118.6,27.0,1.19,1572.0,0,0
CANDIDATE,,129995.7784,9.408,1474.9,35.7,2.99,25.0,0,0
CONFIRMED,0.994,31.5925809,13.566,145.1,25.5,1.78,688.0,0,0
CONFIRMED,0.997,17.157236,11.284,110.4,23.6,1.55,844.0,0,0
CONFIRMED,0.998,1.97376085,1.82542,30222.0,1252.5,8.78,753.0,0,0
CANDIDATE,0.632,13.118962443,4.3045,372.2,267.4,8.25,1768.0,0,0
FALSE POSITIVE,0.0,4.618767792,5.9957,4399.1,270.1,7.48,1170.0,0,1
CANDIDATE,0.0,7.82187328,3.8417,42.2,37.2,2.78,2101.0,0,0
CANDIDATE,0.999,53.5057611,10.5616,195.6,71.2,2.52,675.0,0,0
CONFIRMED,1.0,2.785821236,3.5599,68.9,53.6,1.69,1784.0,0,0
FALSE POSITIVE,0.0,52.56901867,6.7507,26900.0,184.3,78.54,737.0,0,1
FALSE POSITIVE,0.0,3.411758679,3.158,570.6,35.6,14.71,684.0,0,0
FALSE POSITIVE,0.0,0.525426427,1.0801,324.6,63.6,1.45,2069.0,0,1
CONFIRMED,1.0,1.269091415,1.4647,340.9,73.5,1.41,1331.0,0,0
CONFIRMED,1.0,2.853133997,1.465,277.1,39.7,1.36,1016.0,0,0
CONFIRMED,1.0,6.79685353,3.1702,393.1,29.8,2.01,985.0,0,0
FALSE POSITIVE,0.0,8.667822346,4.9658,2121.9,187.6,67.37,1303.0,0,1
CONFIRMED,0.993,1.475323222,2.3155,154.9,27.2,5.88,2740.0,0,0
CONFIRMED,1.0,4.15246118,2.5755,223.4,24.5,7.62,1941.0,0,0
FALSE POSITIVE,,6.7210783,7.46,,,,,1,0
CONFIRMED,0.995,8.7348852,4.49,270.7,24.8,1.59,890.0,0,0
FALSE POSITIVE,0.0,10.26547688,3.733,399.6,20.1,1.81,770.0,0,0
CANDIDATE,0.752,13.4471791,3.0454,1428.2,105.3,5.24,848.0,0,0
FALSE POSITIVE,0.0,3.305577989,2.5903,17971.0,39.6,25.89,1027.0,0,1
FALSE POSITIVE,0.0,4.800653901,9.0419,15304.0,298.0,16.91,1347.0,0,1
FALSE POSITIVE,0.0,15.06649901,5.9885,36348.0,154.6,56.44,932.0,0,1
FALSE POSITIVE,0.0,34.82008158,11.1711,18848.0,882.6,11.36,459.0,0,1
FALSE POSITIVE,0.0,0.651784374,2.0141,2779.3,195.2,33.65,2090.0,1,0
FALSE POSITIVE,1.0,1.353771892,7.012,1349.1,76.7,430.99,4903.0,0,1
FALSE POSITIVE,0.0,18.95491633,24.249,867.5,249.3,71.39,1139.0,1,0
FALSE POSITIVE,0.0,4.348866254,3.2797,625.6,56.3,2436.69,6421.0,0,1
FALSE POSITIVE,0.0,47.93094546,2.6897,2144.4,221.1,68.02,905.0,0,1
FALSE POSITIVE,,3.99751422,3.686,32.8,6.1,2.98,2203.0,1,0
FALSE POSITIVE,0.0,1.592633181,5.5605,633.1,66.9,1.56,1053.0,0,1
CONFIRMED,0.0,67.5923754,12.249,4158.1,60.9,12.1,588.0,0,0
CONFIRMED,1.0,17.02902786,4.645,568.9,29.8,2.54,755.0,0,0
CONFIRMED,0.945,6.84619236,3.529,246.8,17.7,1.67,1022.0,0,0
CONFIRMED,0.765,67.8321638,7.358,507.8,15.5,2.39,476.0,0,0
CONFIRMED,0.815,43.1312147,3.198,447.8,11.8,2.39,554.0,0,0
CONFIRMED,0.999,1.224866441,1.7086,196.0,21.1,1.54,1741.0,0,0
CONFIRMED,0.931,37.8102649,8.733,570.3,35.2,2.33,566.0,0,0
CONFIRMED,1.0,25.93406406,4.6142,414.5,42.2,2.48,695.0,0,0
CONFIRMED,0.912,83.4463485,6.536,503.0,36.1,2.73,471.0,0,0
FALSE POSITIVE,0.0,7.04710032,2.926,400.9,24.0,25.2,986.0,0,0
CONFIRMED,0.989,12.99204853,6.0175,270.6,38.7,2.03,866.0,0,0
FALSE POSITIVE,0.0,11.11620211,4.211,4843.9,115.3,8.96,853.0,0,1
FALSE POSITIVE,0.0,1.922861499,3.5734,1916.2,103.4,5.09,1392.0,0,1
FALSE POSITIVE,0.0,0.635445336,1.8592,2547.4,182.2,19.0,1177.0,0,1
FALSE POSITIVE,0.0,1.665784138,1.8946,2006.2,148.0,97.27,2636.0,0,1
FALSE POSITIVE,0.0,55.6639167,23.546,3414.4,103.4,34.14,434.0,0,1
CONFIRMED,0.994,52.09081627,8.6388,2894.1,243.5,7.14,592.0,0,0
FALSE POSITIVE,,7.1548608,7.694,780.4,24.2,7.41,1482.0,0,0
CONFIRMED,0.711,4.28746668,1.5693,790.1,19.4,2.29,942.0,0,0
FALSE POSITIVE,0.0,2.002779769,2.231,260.5,22.2,1.42,1311.0,0,0
CONFIRMED,1.0,8.18739443,3.0472,517.6,38.4,1.92,782.0,0,0
CONFIRMED,0.881,76.0498163,7.158,445.9,17.4,1.75,372.0,0,0
CONFIRMED,1.0,3.341799486,2.9254,178.2,48.8,1.67,1356.0,0,0
FALSE POSITIVE,,3.3226948,3.568,78.7,8.6,15.33,3859.0,1,0
FALSE POSITIVE,0.0,36.97708808,4.737,1269.9,59.2,38.6,602.0,0,1
FALSE POSITIVE,,1.851409163,10.232,232.5,54.4,20.42,2154.0,0,0
FALSE POSITIVE,0.0,1.303859704,2.8239,36.7,34.7,0.98,2393.0,0,0
FALSE POSITIVE,0.0,145.5624926,5.4126,2931.6,58.1,40.15,387.0,0,1
CONFIRMED,1.0,3.749105745,1.9826,182.6,38.0,1.68,1160.0,0,0
CONFIRMED,1.0,11.08956602,6.2877,148.1,38.9,3.51,1422.0,0,0
CANDIDATE,1.0,7.37290344,2.172,205.2,19.1,2.67,1004.0,0,0
FALSE POSITIVE,0.0,7.24476126,2.3145,58.0,27.2,0.65,837.0,0,0
CANDIDATE,1.0,119.0624882,3.1188,5372.3,71.6,10.4,366.0,0,0
CONFIRMED,1.0,8.70798309,2.4904,1419.6,28.1,2.01,543.0,0,0
CANDIDATE,0.0,14.8623076,3.161,840.0,14.4,1.57,454.0,0,0
CONFIRMED,0.999,4.17634276,2.335,531.5,14.9,1.23,694.0,0,0
CONFIRMED,1.0,27.40229859,6.8491,747.5,79.3,3.63,734.0,0,0
CONFIRMED,1.0,3.179267286,1.0246,200.9,41.0,1.21,1101.0,0,0
CONFIRMED,1.0,10.38122447,2.715,801.5,41.9,2.18,672.0,0,0
CONFIRMED,1.0,24.5709023,3.587,764.2,26.3,2.82,505.0,0,0
FALSE POSITIVE,,81.221876,4.1135,9883.0,63.0,16.59,385.0,0,0
FALSE POSITIVE,0.0,0.817026268,2.0799,1145.5,121.1,2.92,1784.0,0,0
CONFIRMED,1.0,3.024092505,2.8021,7765.0,1225.3,12.14,1489.0,0,0
FALSE POSITIVE,1.0,5.670155713,0.9361,536.7,37.3,5.85,341.0,0,0
CONFIRMED,1.0,1.022678654,1.3712,129.2,21.6,1.14,1734.0,0,0
CONFIRMED,1.0,12.10968709,6.3461,284.7,33.4,2.98,1005.0,0,0
CONFIRMED,0.758,4.75796103,4.66,124.5,20.9,1.7,1372.0,0,0
CONFIRMED,1.0,20.4972755,8.536,242.9,22.8,2.96,843.0,0,0
FALSE POSITIVE,0.0,13.55480534,2.288,48.3,16.5,0.62,679.0,0,0
FALSE POSITIVE,0.0,29.74454668,23.2842,66894.0,765.0,20.06,455.0,0,1
FALSE POSITIVE,0.0,14.15402428,4.47001,61625.0,930.3,53.25,777.0,0,1
FALSE POSITIVE,0.0,0.844786082,3.5289,2468.5,245.6,35.27,1864.0,0,1
FALSE POSITIVE,0.001,0.848483947,1.4451,1907.4,185.0,32.11,1908.0,0,1
FALSE POSITIVE,0.0,11.99097576,5.7401,2124.3,102.8,37.47,880.0,0,1
CONFIRMED,1.0,53.5292702,5.668,1086.1,34.5,2.28,348.0,0,0
FALSE POSITIVE,,0.393726813,2.95,564.6,64.8,24.17,2705.0,0,0
CONFIRMED,1.0,2.757584622,0.9267,563.1,19.6,1.01,615.0,0,0
CONFIRMED,0.99,0.928310036,1.1899,376.2,22.6,1.16,1115.0,0,0
CONFIRMED,1.0,13.48457668,5.0197,653.5,80.8,3.39,929.0,0,0
CONFIRMED,0.999,31.8841473,6.122,910.0,25.3,3.7,563.0,0,0
CANDIDATE,,16.15811112,6.049,2319.8,52.8,86.13,660.0,0,0
FALSE POSITIVE,,67.69213907,51.349,25457.0,1328.2,175.98,1173.0,0,0
CONFIRMED,0.999,12.06222962,2.0584,300.2,32.4,1.62,750.0,0,0
CONFIRMED,0.848,9.93146307,5.678,398.6,26.2,2.41,931.0,0,0
CONFIRMED,1.0,21.85362905,3.439,355.6,23.0,1.75,618.0,0,0
CONFIRMED,0.884,8.19345065,5.234,115.4,15.7,1.74,1144.0,0,0
FALSE POSITIVE,0.0,19.97867,10.168,944.3,86.2,6.85,1351.0,0,1
CONFIRMED,1.0,41.8059544,6.057,434.4,28.3,2.02,533.0,0,0
FALSE POSITIVE,0.0,15.45158184,2.406,85.3,21.0,2.02,1285.0,0,1
FALSE POSITIVE,0.0,89.698168533,5.5418,273110.0,3420.3,102.08,554.0,0,1
FALSE POSITIVE,0.557,1.187352427,4.999,20703.0,717.4,67.35,2251.0,0,1
FALSE POSITIVE,0.0,3.012476582,3.1424,1138.5,253.4,65.25,2371.0,0,1
CONFIRMED,1.0,4.77800306,2.7361,473.0,115.4,1.85,932.0,0,0
FALSE POSITIVE,0.0,7.814839231,3.0122,2010.3,100.0,5.33,903.0,0,1
FALSE POSITIVE,0.0,29.7452499,22.695,778.9,55.9,3.6,557.0,0,1
CONFIRMED,1.0,5.32667299,3.4045,611.4,34.1,2.26,1007.0,0,0
FALSE POSITIVE,0.0,0.741057213,1.05299,1996.3,251.9,26.67,1730.0,0,1
FALSE POSITIVE,0.0,2.988085455,3.68,802.8,48.2,21.81,1101.0,0,0
FALSE POSITIVE,0.0,2.783883492,2.4546,903.9,86.1,67.17,1934.0,0,1
FALSE POSITIVE,0.0,0.393727296,3.02,903.5,82.4,23.05,2216.0,1,0
CONFIRMED,1.0,8.17242644,3.902,864.3,37.0,3.29,858.0,0,0
CANDIDATE,,1295.362215,28.297,8708.0,164.0,57.82,169.0,0,0
CONFIRMED,1.0,13.0607936,3.215,236.6,19.4,1.45,734.0,0,0
CANDIDATE,0.99,4.2989201,2.747,237.6,20.0,2.12,1046.0,0,0
FALSE POSITIVE,0.0,25.9518461,14.581,1058.5,65.8,22.32,521.0,0,1
FALSE POSITIVE,0.0,25.9518536,14.755,2017.9,79.4,24.6,494.0,0,1
FALSE POSITIVE,,5.68628739,17.573,5559.7,414.4,4.5,1059.0,0,0
FALSE POSITIVE,0.0,15.663886949,2.4775,5144.4,175.9,27.36,1060.0,0,1
FALSE POSITIVE,0.008,4.020628573,4.4085,20901.0,282.6,16.94,1232.0,0,1
CANDIDATE,1.0,5.714817603,3.14126,12295.0,537.7,9.29,943.0,0,0
FALSE POSITIVE,0.0,185.02288222,4.87326,43547.0,938.2,49.82,379.0,0,1
FALSE POSITIVE,0.0,2.897432135,3.1793,1223.7,73.9,14.35,2170.0,0,1
CONFIRMED,1.0,8.70420525,2.9385,1074.9,74.0,2.86,748.0,0,0
CONFIRMED,1.0,8.1280933,3.727,224.1,10.7,1.39,875.0,0,0
CANDIDATE,1.0,2.83668931,3.031,166.1,12.1,1.19,1242.0,0,0
CONFIRMED,1.0,0.974868896,1.6191,197.6,82.6,1.16,1612.0,0,0
CONFIRMED,1.0,4.89721006,1.812,274.4,16.9,1.48,904.0,0,0
FALSE POSITIVE,0.0,2.757794163,2.7644,39043.0,349.2,20.05,1231.0,0,1
FALSE POSITIVE,0.0,1.914158508,3.2917,7829.2,124.6,13.63,1646.0,0,0
FALSE POSITIVE,0.0,3.98216698,2.396,381.3,27.1,3.32,1374.0,0,0
FALSE POSITIVE,0.0,0.643794198,1.5662,456.7,53.7,19.51,2011.0,0,1
CONFIRMED,0.986,16.08832318,5.731,597.8,31.3,3.42,875.0,0,0
CONFIRMED,0.994,10.30067919,4.885,271.8,16.4,2.2,1015.0,0,0
CONFIRMED,0.998,35.6757453,7.381,471.2,18.5,3.02,671.0,0,0
CANDIDATE,,1.00861677,0.91,,,,,0,0
FALSE POSITIVE,0.0,161.78832712,5.31,87750.0,704.5,36.14,375.0,0,1
CONFIRMED,1.0,16.56806842,4.2647,1331.4,41.9,2.54,548.0,0,0
CONFIRMED,1.0,47.3329299,2.708,931.5,14.0,2.18,386.0,0,0
FALSE POSITIVE,0.0,0.856895349,1.3078,82.2,33.1,0.82,1881.0,0,0
CONFIRMED,0.976,40.8065333,13.135,313.9,54.8,3.71,772.0,0,0
CONFIRMED,1.0,2.46697039,1.6345,308.7,29.5,1.56,1139.0,0,0
CANDIDATE,1.0,2.624234833,1.3874,2607.0,361.1,5.11,1164.0,0,0
CONFIRMED,1.0,6.61836309,3.6813,549.1,31.5,2.98,1066.0,0,0
CONFIRMED,1.0,107.7214092,8.042,1396.2,30.5,4.75,421.0,0,0
CANDIDATE,,92.77779,6.64,359.0,5.2,1.92,410.0,0,0
FALSE POSITIVE,0.0,5.251916208,4.9095,10624.0,146.3,37.15,952.0,0,1
CONFIRMED,1.0,9.673958488,3.2641,952.7,178.0,2.63,736.0,0,0
FALSE POSITIVE,0.0,100.3039228,8.702,5450.0,63.2,29.55,313.0,1,0
FALSE POSITIVE,0.0,200.61103346,7.13,,,,,1,0
FALSE POSITIVE,0.0,0.986620248,3.9722,1345.8,117.7,43.98,2308.0,1,0
FALSE POSITIVE,0.0,1.63484631,6.11,,,,,1,0
CONFIRMED,0.985,14.12847677,3.685,628.7,23.0,2.73,739.0,0,0
CONFIRMED,0.829,48.6478543,5.464,641.8,12.2,4.14,489.0,0,0
CONFIRMED,1.0,8.39842977,6.344,340.1,28.0,2.0,984.0,0,0
CONFIRMED,1.0,8.63847391,5.4566,395.9,38.6,5.99,1419.0,0,0
CANDIDATE,,422.917678,31.274,1367.7,61.7,5.89,292.0,0,0
CONFIRMED,0.991,140.10765,18.503,266.8,29.0,3.42,511.0,0,0
CONFIRMED,0.998,3.4815917,1.8069,135.2,23.4,1.17,1156.0,0,0
FALSE POSITIVE,0.046,8.360616221,7.5385,28066.0,425.6,40.35,1263.0,0,1
FALSE POSITIVE,0.0,1.838514968,2.7391,2721.7,63.7,4.86,1426.0,0,1
CONFIRMED,1.0,35.61760233,8.4559,4634.9,155.0,5.17,456.0,0,0
FALSE POSITIVE,0.0,1.09206833,1.8596,219.2,45.5,1.29,1611.0,0,0
CONFIRMED,0.998,10.12805158,3.517,477.4,38.0,1.95,767.0,0,0
FALSE POSITIVE,0.0,1.613001111,2.394,104.1,19.3,1.25,1680.0,0,1
CONFIRMED,1.0,3.770551475,3.8077,12440.0,100.8,12.05,1302.0,0,0
FALSE POSITIVE,0.964,1.343767797,1.9405,4702.6,269.8,18.66,2654.0,0,0
FALSE POSITIVE,0.0,29.12436474,3.4209,6496.0,63.4,15.25,356.0,1,0
FALSE POSITIVE,0.0,31.82814583,2.917,4456.8,78.7,35.8,564.0,0,1
FALSE POSITIVE,0.0,3.629442796,5.63,426.6,76.4,3.28,1434.0,0,1
FALSE POSITIVE,0.762,0.553261874,0.8875,1038.1,202.2,97.36,3689.0,0,1
CONFIRMED,1.0,5.72812616,2.0295,643.4,20.8,1.38,569.0,0,0
CONFIRMED,1.0,3.75574267,2.2911,417.4,27.9,1.58,977.0,0,0
FALSE POSITIVE,0.0,7.44042933,2.991,547.3,34.0,2.74,883.0,0,0
CONFIRMED,1.0,6.581477136,3.0896,2318.9,116.2,4.56,881.0,0,0
CONFIRMED,1.0,24.669192732,7.03515,7382.3,603.0,77.76,1485.0,0,1
CONFIRMED,1.0,2.382652873,1.8888,705.4,45.5,2.74,1237.0,0,0
CONFIRMED,1.0,24.66461416,2.8579,2398.8,56.7,5.34,567.0,0,0
CONFIRMED,1.0,11.51517167,2.006,1357.4,53.2,2.9,657.0,0,0
CONFIRMED,1.0,7.641567589,3.41018,2269.7,437.5,4.91,899.0,0,0
FALSE POSITIVE,0.0,30.6113932,3.576,3472.0,37.5,19.68,317.0,0,1
CONFIRMED,1.0,7.40742502,3.675,442.0,23.1,2.01,938.0,0,0
FALSE POSITIVE,0.0,569.934135,4.1904,18904.0,66.7,38.98,296.0,1,0
FALSE POSITIVE,0.0,5.09246539,3.659,254.0,17.1,1.17,844.0,0,0
FALSE POSITIVE,,110.61576622,5.0,,,,,1,0
FALSE POSITIVE,0.0,1.103971357,0.926,317.9,21.7,1.37,1471.0,0,0
CONFIRMED,,10.916108342,3.6496,1479.0,302.2,3.93,758.0,0,0
CONFIRMED,1.0,3.353732008,1.4598,1264.7,47.8,1.65,615.0,0,0
CONFIRMED,0.99,6.877446033,1.3692,1632.3,39.6,2.05,484.0,0,0
CONFIRMED,0.992,28.46464804,2.6657,1629.8,28.9,1.87,301.0,0,0
FALSE POSITIVE,,0.293630085,2.3857,2017.7,170.0,26.35,2503.0,0,0
CONFIRMED,0.998,42.89645024,5.6897,555.3,66.8,2.0,448.0,0,0
FALSE POSITIVE,0.0,2.44199803,2.759,251.7,27.2,1.44,1282.0,0,0
CANDIDATE,0.996,30.5872153,5.3698,464.8,33.1,2.32,621.0,0,0
CONFIRMED,1.0,7.09712124,2.1059,369.5,18.3,0.74,425.0,0,0
FALSE POSITIVE,0.0,2.6827683,2.957,79.8,26.7,1.19,1551.0,0,0
CONFIRMED,1.0,3.601465336,2.2753,777.7,50.7,2.31,996.0,0,0
FALSE POSITIVE,1.0,3.108251172,2.5048,1867.7,156.5,4.43,1096.0,0,1
CONFIRMED,1.0,25.8474958,5.985,537.4,27.3,2.4,672.0,0,0
CONFIRMED,0.999,40.715561,6.894,680.9,28.9,2.7,578.0,0,0
FALSE POSITIVE,0.0,20.42720701,3.447,1273.0,36.7,4.42,674.0,0,1
FALSE POSITIVE,0.0,6.198273591,7.53837,47303.0,2561.1,19.81,985.0,0,1
FALSE POSITIVE,0.0,1.023471798,2.3499,861.4,63.0,3.78,1727.0,0,0
FALSE POSITIVE,0.0,0.51872711,1.252,714.1,93.3,19.07,1965.0,0,1
CONFIRMED,0.995,17.31711739,3.1518,1473.0,35.9,2.04,454.0,0,0
CONFIRMED,1.0,9.42889884,4.4481,565.4,50.4,4.39,1163.0,0,0
FALSE POSITIVE,0.0,1.096583368,2.1188,308.5,44.3,1.35,1474.0,0,1
CANDIDATE,0.0,9.95639775,5.615,510.5,32.9,28.15,905.0,0,0
CONFIRMED,1.0,6.50327035,2.591,418.3,19.0,1.67,804.0,0,0
CONFIRMED,0.695,4.09667624,2.19,302.3,16.2,1.42,938.0,0,0
CONFIRMED,0.821,1.196548464,1.2592,224.6,16.5,1.25,1414.0,0,0
CONFIRMED,1.0,11.47609015,5.046,182.3,27.7,2.07,984.0,0,0
CONFIRMED,0.998,25.2630467,6.22,125.5,14.3,1.71,756.0,0,0
FALSE POSITIVE,,7.1688266,1.29,,,,,1,0
CONFIRMED,1.0,0.677374687,1.8361,76.7,38.7,0.9,2099.0,0,0
CONFIRMED,1.0,10.43547031,3.4167,210.2,36.7,1.22,759.0,0,0
CONFIRMED,0.997,7.41084314,3.245,124.1,25.6,0.94,850.0,0,0
CONFIRMED,1.0,28.59914031,3.6567,1585.1,53.8,1.83,298.0,0,0
CONFIRMED,1.0,24.58716355,3.984,907.5,35.6,2.37,530.0,0,0
FALSE POSITIVE,0.913,34.193600311,5.41382,13715.0,1405.6,21.95,778.0,0,1
CONFIRMED,1.0,12.53248222,4.0168,1145.9,66.7,3.24,775.0,0,0
CANDIDATE,0.993,31.201692472,2.15663,34514.0,607.4,8.31,286.0,0,0
CONFIRMED,1.0,13.19720694,3.4872,2141.4,116.2,4.18,642.0,0,0
CONFIRMED,1.0,14.85890852,3.5252,3269.0,456.8,5.94,720.0,0,0
CONFIRMED,0.989,4.08897299,3.585,157.9,19.0,2.36,1537.0,0,0
FALSE POSITIVE,0.0,2.866680334,1.1264,712.4,43.0,2.93,1045.0,0,0
CONFIRMED,1.0,17.44486016,4.445,826.9,46.0,3.24,679.0,0,0
FALSE POSITIVE,0.0,8.30697421,2.76,158.7,17.4,37.99,1246.0,0,0
FALSE POSITIVE,,2.49705175,3.79,,,,,1,0
CONFIRMED,1.0,7.33685101,3.548,325.8,21.6,1.52,875.0,0,0
FALSE POSITIVE,0.983,22.65117451,3.6895,2250.0,170.1,7.62,855.0,0,1
FALSE POSITIVE,0.0,1.204274435,1.3362,185.8,34.7,1.19,1564.0,0,0
CONFIRMED,0.993,7.71790675,1.84,306.8,12.6,0.9,502.0,0,0
CONFIRMED,1.0,27.6652847,6.633,469.2,36.1,2.21,641.0,0,0
FALSE POSITIVE,0.0,0.948950734,4.0245,2133.0,238.6,36.87,2103.0,0,1
CONFIRMED,1.0,14.55730897,7.7643,956.9,200.0,4.32,879.0,0,0
FALSE POSITIVE,0.0,4.722254104,3.451,82670.0,314.1,14.45,557.0,0,1
FALSE POSITIVE,0.0,0.635069939,2.07171,33117.0,578.6,57.77,2351.0,1,0
CANDIDATE,0.871,6.810823723,7.98574,14447.0,1441.9,26.06,1626.0,0,0
FALSE POSITIVE,0.0,0.933746515,6.6522,2936.6,549.5,25.54,1508.0,0,0
FALSE POSITIVE,0.0,1.872421727,1.5261,3018.9,179.0,5.65,1298.0,0,1
CONFIRMED,0.982,33.6528474,3.9616,1140.8,41.9,3.05,470.0,0,0
CONFIRMED,1.0,5.90127815,2.1979,1525.2,56.6,1.94,514.0,0,0
CONFIRMED,1.0,8.75209691,2.3742,1367.6,44.8,1.83,451.0,0,0
CONFIRMED,1.0,22.78078241,3.3002,1925.1,46.4,2.17,328.0,0,0
CONFIRMED,0.968,2.896005211,1.6776,614.1,28.6,1.23,652.0,0,0
CONFIRMED,0.996,0.742957911,0.6688,843.3,45.3,1.47,1026.0,0,0
FALSE POSITIVE,0.0,54.35635067,6.4345,10510.0,628.1,38.81,566.0,0,1
FALSE POSITIVE,0.0,0.54624855,2.0543,639.7,42.9,18.93,1837.0,0,0
CONFIRMED,1.0,18.82744023,4.664,1006.2,29.5,2.7,632.0,0,0
FALSE POSITIVE,0.0,8.4120069,3.923,819.6,39.7,1.71,590.0,0,0
CONFIRMED,1.0,5.747711909,1.8923,820.1,51.7,1.86,641.0,0,0
CONFIRMED,1.0,3.504691252,1.9811,315.1,67.5,2.03,1165.0,0,0
FALSE POSITIVE,0.0,0.995861402,1.1507,4993.8,272.0,26.93,1477.0,0,1
CONFIRMED,0.934,86.67856052,10.1289,8244.1,318.3,9.83,434.0,0,0
CONFIRMED,1.0,12.21828097,2.6969,1843.4,90.1,5.1,835.0,0,0
FALSE POSITIVE,0.0,8.387210055,1.6477,4952.0,180.6,72.52,1211.0,0,1
FALSE POSITIVE,0.0,15.2384539,19.292,7019.0,56.0,9.84,829.0,0,1
FALSE POSITIVE,,0.413334492,2.3808,2025.1,236.9,31.52,2509.0,0,0
FALSE POSITIVE,0.0,0.93374614,6.551,1717.5,365.7,149.71,3303.0,0,0
FALSE POSITIVE,0.0,6.47179275,6.788,402.5,30.7,2.08,1075.0,0,0
CONFIRMED,0.894,64.617518,5.796,2486.6,61.9,5.4,383.0,0,0
CONFIRMED,1.0,13.21409607,3.5641,1154.8,38.0,2.77,629.0,0,0
CONFIRMED,1.0,6.05729966,3.7419,385.2,35.1,1.94,947.0,0,0
CONFIRMED,1.0,3.584101048,2.7316,2608.1,166.3,4.66,1131.0,0,0
CONFIRMED,0.875,1.763587535,3.16877,4590.6,4061.9,21.42,3559.0,0,1
CONFIRMED,1.0,5.014234733,4.589,6536.0,794.3,10.63,1308.0,0,0
CONFIRMED,1.0,8.11528727,3.211,834.9,59.1,3.1,879.0,0,0
CONFIRMED,1.0,36.9250409,4.9381,902.0,39.3,3.01,530.0,0,0
FALSE POSITIVE,0.0,37.4783492,5.317,1467.9,18.3,10.05,262.0,0,1
FALSE POSITIVE,0.0,8.09695764,3.319,283.5,35.4,34.0,1197.0,0,0
CONFIRMED,1.0,32.3122867,6.569,677.8,33.6,4.84,699.0,0,0
CONFIRMED,0.997,9.22961384,2.235,492.1,19.3,2.79,1021.0,0,0
CONFIRMED,0.885,14.5598556,5.624,290.6,15.6,1.64,758.0,0,0
CONFIRMED,1.0,4.176254191,3.6716,1360.1,249.7,3.07,876.0,0,0
FALSE POSITIVE,0.0,0.528755447,5.714,408.5,100.1,47.75,3271.0,1,0
